S#No#,State Code,State Name ,District Code,District Name ,Sub-District Code,Sub-District Name,Village Code,Village Version,Village Name,Village Name Local,Village Status,Census 2001 Code,Census 2011 Code,SheetName,,,
197,1,JAMMU AND KASHMIR,1,ANANTNAG,56,Shangus,3757,3,Uttrusoo,,Inhabitant,238800,3757,Report$,,,
198,1,JAMMU AND KASHMIR,1,ANANTNAG,56,Shangus,3760,4,NOWGAM,,Inhabitant,243100,3760,Report$,,,
199,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,936452,1,Gadoel Alhan,,Inhabitant,,0,Report$,,,
200,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,936451,1,Uterhall,,Inhabitant,,0,Report$,,,
201,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3767,1,Hard Pora,,Inhabitant,244000,3767,Report$,,,
202,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3798,1,Bindoo Zalan Gam,,Inhabitant,247100,3798,Report$,,,
203,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,923469,1,CHAWALGAM,,Inhabitant,,0,Report$,,,
204,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,936450,1,Ohi Bamdoora,,Inhabitant,,0,Report$,,,
205,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,936449,1,Bidder Hayatpora,,Inhabitant,,0,Report$,,,
206,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3796,1,Deval Gam,,Inhabitant,246900,3796,Report$,,,
207,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3777,1,Nagam,,Inhabitant,245000,3777,Report$,,,
208,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3771,1,Khal Har,,Inhabitant,244400,3771,Report$,,,
209,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,923251,2,Hillerarhama,,Inhabitant,,0,Report$,,,
210,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3799,2,Takiya Magam,,Inhabitant,247200,3799,Report$,,,
211,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3765,2,Dam Hall,,Inhabitant,243800,3765,Report$,,,
212,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3814,2,Rakh Lisser,,Inhabitant,281900,3814,Report$,,,
213,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3809,2,Geebum,,Inhabitant,280400,3809,Report$,,,
214,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3806,2,Halpora,,Inhabitant,247900,3806,Report$,,,
215,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3805,2,Adhall,,Inhabitant,247800,3805,Report$,,,
216,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3783,2,Kharpora,,Inhabitant,245600,3783,Report$,,,
217,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3776,2,Danwatpora,,Inhabitant,244900,3776,Report$,,,
218,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3801,2,Dawoodpora,,Inhabitant,247400,3801,Report$,,,
219,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3773,2,Buchoo,,Inhabitant,244600,3773,Report$,,,
220,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3766,2,Umberkhar,,Inhabitant,243900,3766,Report$,,,
221,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3811,3,Takiya Ahmad Shah,,Inhabitant,280600,3811,Report$,,,
222,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3770,3,Moharipora,,Inhabitant,244300,3770,Report$,,,
223,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3768,3,Akin Gam,,Inhabitant,244100,3768,Report$,,,
224,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3778,3,Narpora,,Inhabitant,245100,3778,Report$,,,
225,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3775,3,Kandiwarian,,Inhabitant,244800,3775,Report$,,,
226,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3772,3,BAHIE,,Inhabitant,244500,3772,Report$,,,
227,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3800,3,Nala Sunbarie,,Inhabitant,247300,3800,Report$,,,
228,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3781,3,Sofshali,,Inhabitant,245400,3781,Report$,,,
229,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3780,3,Irkihmoo,,Inhabitant,245300,3780,Report$,,,
230,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3813,4,Bedoora,,Inhabitant,280800,3813,Report$,,,
231,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3807,4,Lohersanzi,,Inhabitant,248000,3807,Report$,,,
232,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3774,4,Sagam,,Inhabitant,244700,3774,Report$,,,
233,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3797,4,Adigam,,Inhabitant,247000,3797,Report$,,,
234,1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag,3782,4,Panzigam,,Inhabitant,245500,3782,Report$,,,
235,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,936431,1,Doru,,Inhabitant,,0,Report$,,,
236,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,936434,1,Wangund,,Inhabitant,,0,Report$,,,
237,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3853,1,Bragam,,Inhabitant,282000,3853,Report$,,,
238,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,936438,1,Nadoora Karmod,,Inhabitant,,0,Report$,,,
239,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,936437,1,Mandipora,,Inhabitant,,0,Report$,,,
240,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3861,1,Mundah,,Inhabitant,283000,3861,Report$,,,
241,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,936440,1,Nigeenpora,,Inhabitant,,0,Report$,,,
242,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3859,1,Changoo,,Inhabitant,282700,3859,Report$,,,
243,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,936441,1,Bahadoorpora,,Inhabitant,,0,Report$,,,
244,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,923360,1,NATHIPORA,,Inhabitant,,0,Report$,,,
245,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3834,2,Zaldoora,,Inhabitant,279500,3834,Report$,,,
246,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3856,2,Manzmoo,,Inhabitant,282400,3856,Report$,,,
247,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3841,2,Nawpora,,Inhabitant,280200,3841,Report$,,,
248,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3858,2,Parnigam,,Inhabitant,282600,3858,Report$,,,
249,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3837,2,Gund Nawrooz,,Inhabitant,279800,3837,Report$,,,
250,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3849,2,Tanjloo,,Inhabitant,281500,3849,Report$,,,
251,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3819,2,Shangran,,Inhabitant,277400,3819,Report$,,,
252,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3831,2,Ara khushipora,,Inhabitant,279200,3831,Report$,,,
253,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3835,2,Hardu Dehrana,,Inhabitant,279600,3835,Report$,,,
254,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3857,2,Ujroo,,Inhabitant,282500,3857,Report$,,,
255,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3860,2,Bdermuna,,Inhabitant,282800,3860,Report$,,,
256,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3846,2,Hari Gam,,Inhabitant,281200,3846,Report$,,,
257,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3851,2,Shistergam,,Inhabitant,281700,3851,Report$,,,
258,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,923357,2,Lokbawan Larkipora,,Inhabitant,,0,Report$,,,
259,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3840,2,Shankerpora,,Inhabitant,280100,3840,Report$,,,
260,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3843,2,Kriree,,Inhabitant,280900,3843,Report$,,,
261,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3865,3,Batagund Agnoo Zamalgam,,Inhabitant,283400,3865,Report$,,,
262,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3863,3,Sadiwara,,Inhabitant,283200,3863,Report$,,,
263,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3850,3,Hiller,,Inhabitant,281600,3850,Report$,,,
264,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3842,3,Bonagund,,Inhabitant,280300,3842,Report$,,,
265,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3854,3,Guchan,,Inhabitant,282100,3854,Report$,,,
266,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3852,3,Mehmoodbad,,Inhabitant,281800,3852,Report$,,,
267,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3845,3,Dalwash Gagisgund,,Inhabitant,281100,3845,Report$,,,
268,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3839,3,Chakpazth,,Inhabitant,280000,3839,Report$,,,
269,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3830,3,Gassipora,,Inhabitant,279100,3830,Report$,,,
270,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3833,4,Hakura Badasgam,,Inhabitant,279400,3833,Report$,,,
271,1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru,3836,4,Mantipora,,Inhabitant,279700,3836,Report$,,,
272,1,JAMMU AND KASHMIR,1,ANANTNAG,6816,Shahbad Bala,936442,1,Verinag,,Inhabitant,,0,Report$,,,
273,1,JAMMU AND KASHMIR,1,ANANTNAG,6816,Shahbad Bala,3870,2,Halsidar,,Inhabitant,283900,3870,Report$,,,
274,1,JAMMU AND KASHMIR,1,ANANTNAG,6816,Shahbad Bala,3864,2,Omoh,,Inhabitant,283300,3864,Report$,,,
275,1,JAMMU AND KASHMIR,1,ANANTNAG,6816,Shahbad Bala,3862,3,Poilia,,Inhabitant,283100,3862,Report$,,,
276,1,JAMMU AND KASHMIR,1,ANANTNAG,6816,Shahbad Bala,3867,3,Rainchagund,,Inhabitant,283600,3867,Report$,,,
277,1,JAMMU AND KASHMIR,1,ANANTNAG,6816,Shahbad Bala,3868,3,Thaman Koot,,Inhabitant,283700,3868,Report$,,,
278,1,JAMMU AND KASHMIR,1,ANANTNAG,6816,Shahbad Bala,3875,3,Kapran,,Inhabitant,284400,3875,Report$,,,
279,1,JAMMU AND KASHMIR,1,ANANTNAG,6816,Shahbad Bala,3873,3,Chohan,,Inhabitant,284200,3873,Report$,,,
280,1,JAMMU AND KASHMIR,1,ANANTNAG,6816,Shahbad Bala,3874,3,Ring Mondoo,,Inhabitant,284300,3874,Report$,,,
281,1,JAMMU AND KASHMIR,1,ANANTNAG,6816,Shahbad Bala,3872,3,Har Gawas,,Inhabitant,284100,3872,Report$,,,
282,1,JAMMU AND KASHMIR,1,ANANTNAG,6816,Shahbad Bala,3869,3,Qammer,,Inhabitant,283800,3869,Report$,,,
283,1,JAMMU AND KASHMIR,1,ANANTNAG,6816,Shahbad Bala,3871,3,Gawass,,Inhabitant,284000,3871,Report$,,,
284,1,JAMMU AND KASHMIR,1,ANANTNAG,6816,Shahbad Bala,3876,3,Hangipora,,Inhabitant,284500,3876,Report$,,,
285,1,JAMMU AND KASHMIR,1,ANANTNAG,6816,Shahbad Bala,3866,3,Nowgam,,Inhabitant,283500,3866,Report$,,,
286,1,JAMMU AND KASHMIR,1,ANANTNAG,6817,Qazigund,936444,1,Sangand Devser,,Inhabitant,,0,Report$,,,
287,1,JAMMU AND KASHMIR,1,ANANTNAG,6817,Qazigund,936702,1,Y K Pora,,Inhabitant,,0,Report$,,,
288,1,JAMMU AND KASHMIR,1,ANANTNAG,6817,Qazigund,3847,3,Wanpora Chaimullah,,Inhabitant,281300,3847,Report$,,,
289,1,JAMMU AND KASHMIR,1,ANANTNAG,6817,Qazigund,3844,3,Targam,,Inhabitant,281000,3844,Report$,,,
290,1,JAMMU AND KASHMIR,1,ANANTNAG,6817,Qazigund,3827,3,Panzath Wanpora,,Inhabitant,278800,3827,Report$,,,
291,1,JAMMU AND KASHMIR,1,ANANTNAG,6817,Qazigund,3821,3,Nassu Badragund,,Inhabitant,278100,3821,Report$,,,
292,1,JAMMU AND KASHMIR,1,ANANTNAG,6817,Qazigund,3824,3,Y. K. Pora,,Inhabitant,278400,3824,Report$,,,
293,1,JAMMU AND KASHMIR,1,ANANTNAG,6817,Qazigund,3822,3,Drien Dabdarra,,Inhabitant,278200,3822,Report$,,,
294,1,JAMMU AND KASHMIR,1,ANANTNAG,6817,Qazigund,3825,3,Levdoora,,Inhabitant,278600,3825,Report$,,,
295,1,JAMMU AND KASHMIR,1,ANANTNAG,6817,Qazigund,3826,3,Sransoo Shampora,,Inhabitant,278700,3826,Report$,,,
296,1,JAMMU AND KASHMIR,1,ANANTNAG,6817,Qazigund,3820,3,Kishgund,,Inhabitant,277500,3820,Report$,,,
297,1,JAMMU AND KASHMIR,1,ANANTNAG,6817,Qazigund,3816,3,Vessu,,Inhabitant,277000,3816,Report$,,,
298,1,JAMMU AND KASHMIR,1,ANANTNAG,6817,Qazigund,3848,3,Kewa,,Inhabitant,281400,3848,Report$,,,
299,1,JAMMU AND KASHMIR,1,ANANTNAG,6817,Qazigund,3823,4,Kuchi Pora,,Inhabitant,278300,3823,Report$,,,
300,1,JAMMU AND KASHMIR,1,ANANTNAG,6817,Qazigund,3818,4,Irot Damjan,,Inhabitant,277300,3818,Report$,,,
301,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3526,2,Awoora,,Inhabitant,223600,3526,Report$,,,
302,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3541,3,Kunzigam,,Inhabitant,225100,3541,Report$,,,
303,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3553,3,Katsoo,,Inhabitant,226400,3553,Report$,,,
304,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3535,3,Hardukanthal Sofipora,,Inhabitant,224500,3535,Report$,,,
305,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3537,3,Walarhama,,Inhabitant,224700,3537,Report$,,,
306,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3523,3,Khalan Gojran,,Inhabitant,223300,3523,Report$,,,
307,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3536,3,Lahendajan,,Inhabitant,224600,3536,Report$,,,
308,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3532,3,Yaner,,Inhabitant,224200,3532,Report$,,,
309,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3542,3,Sallar,,Inhabitant,225200,3542,Report$,,,
310,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3555,3,Dachigam,,Inhabitant,226600,3555,Report$,,,
311,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3533,3,Charigam,,Inhabitant,224300,3533,Report$,,,
312,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3525,3,Ladi,,Inhabitant,223500,3525,Report$,,,
313,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3554,3,Chitterus Badroo,,Inhabitant,226500,3554,Report$,,,
314,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3529,3,Mavoora,,Inhabitant,223900,3529,Report$,,,
315,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3527,3,Nala Awroora,,Inhabitant,223700,3527,Report$,,,
316,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3538,4,Wahdan,,Inhabitant,224800,3538,Report$,,,
317,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3528,4,Dehwathoo,,Inhabitant,223800,3528,Report$,,,
318,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3543,4,Liver,,Inhabitant,225300,3543,Report$,,,
319,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3534,4,Kullar,,Inhabitant,224400,3534,Report$,,,
320,1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar,3521,4,Veer Saran,,Inhabitant,223100,3521,Report$,,,
321,1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara,3653,2,Hugam,,Inhabitant,235300,3653,Report$,,,
322,1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara,3586,2,Khiram,,Inhabitant,229700,3586,Report$,,,
323,1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara,3589,2,Hati Gam,,Inhabitant,230000,3589,Report$,,,
324,1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara,3581,2,Peth Nambal,,Inhabitant,229200,3581,Report$,,,
325,1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara,3585,2,Sir Hama,,Inhabitant,229600,3585,Report$,,,
326,1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara,3579,2,Trail,,Inhabitant,229000,3579,Report$,,,
327,1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara,3578,2,Adlash Magam,,Inhabitant,228900,3578,Report$,,,
328,1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara,3591,2,Dari Gund,,Inhabitant,230200,3591,Report$,,,
329,1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara,3654,3,Pushkrie,,Inhabitant,235400,3654,Report$,,,
330,1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara,3593,3,Khushri Kalan,,Inhabitant,230400,3593,Report$,,,
331,1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara,3588,3,Mahnid,,Inhabitant,229900,3588,Report$,,,
332,1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara,3575,3,Sakrus,,Inhabitant,228600,3575,Report$,,,
333,1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara,3587,3,Nawshara,,Inhabitant,229800,3587,Report$,,,
334,1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara,3577,3,Hunmaanpora,,Inhabitant,228800,3577,Report$,,,
335,1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara,3590,3,Vidday,,Inhabitant,230100,3590,Report$,,,
336,1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara,3580,3,Durhama,,Inhabitant,229100,3580,Report$,,,
337,1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara,3652,3,Kherbugh,,Inhabitant,235200,3652,Report$,,,
338,1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara,3576,4,Srigufwara,,Inhabitant,228700,3576,Report$,,,
339,1,JAMMU AND KASHMIR,1,ANANTNAG,6820,Larnoo,936703,1,Gowharapora,,Inhabitant,,0,Report$,,,
340,1,JAMMU AND KASHMIR,1,ANANTNAG,6820,Larnoo,3804,2,Dandi Pora,,Inhabitant,247700,3804,Report$,,,
341,1,JAMMU AND KASHMIR,1,ANANTNAG,6820,Larnoo,3793,3,Iqbalpora,,Inhabitant,246600,3793,Report$,,,
342,1,JAMMU AND KASHMIR,1,ANANTNAG,6820,Larnoo,3785,3,Narsangar,,Inhabitant,245800,3785,Report$,,,
343,1,JAMMU AND KASHMIR,1,ANANTNAG,6820,Larnoo,3789,3,Gowran,,Inhabitant,246200,3789,Report$,,,
344,1,JAMMU AND KASHMIR,1,ANANTNAG,6820,Larnoo,3786,3,Guridarman,,Inhabitant,245900,3786,Report$,,,
345,1,JAMMU AND KASHMIR,1,ANANTNAG,6820,Larnoo,3788,3,Mathindoo,,Inhabitant,246100,3788,Report$,,,
346,1,JAMMU AND KASHMIR,1,ANANTNAG,6820,Larnoo,3803,3,Bidhard,,Inhabitant,247600,3803,Report$,,,
347,1,JAMMU AND KASHMIR,1,ANANTNAG,6820,Larnoo,3795,3,Namathpora,,Inhabitant,246800,3795,Report$,,,
348,1,JAMMU AND KASHMIR,1,ANANTNAG,6820,Larnoo,3792,4,Dessu Nowbugh,,Inhabitant,246500,3792,Report$,,,
349,1,JAMMU AND KASHMIR,1,ANANTNAG,6820,Larnoo,3802,4,Gadvail,,Inhabitant,247500,3802,Report$,,,
350,1,JAMMU AND KASHMIR,1,ANANTNAG,6820,Larnoo,3787,5,Rainarther,,Inhabitant,246000,3787,Report$,,,
351,1,JAMMU AND KASHMIR,1,ANANTNAG,6820,Larnoo,3791,5,Qasba Nowbugh,,Inhabitant,246400,3791,Report$,,,
352,1,JAMMU AND KASHMIR,1,ANANTNAG,6820,Larnoo,3790,5,Lesoobranard,,Inhabitant,246300,3790,Report$,,,
353,1,JAMMU AND KASHMIR,1,ANANTNAG,6820,Larnoo,3794,6,Lar Noo,,Inhabitant,246700,3794,Report$,,,
354,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,936411,1,Muchbawan,,Inhabitant,,0,Report$,,,
355,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,936425,1,Braiangandan,,Inhabitant,,0,Report$,,,
356,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,936417,1,Chak Hussainabad,,Inhabitant,,0,Report$,,,
357,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,936416,1,Seer Hamdan,,Inhabitant,,0,Report$,,,
358,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,936413,1,Krangsoo,,Inhabitant,,0,Report$,,,
359,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3735,3,Fatehgard,,Inhabitant,,3735,Report$,,,
360,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3677,3,Karewa Kangan Hal,,Inhabitant,239800,3677,Report$,,,
361,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3669,3,Davipora,,Inhabitant,236900,3669,Report$,,,
362,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3663,3,Adbugh,,Inhabitant,236300,3663,Report$,,,
363,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3661,3,Rakhi Now Bugh,,Inhabitant,236100,3661,Report$,,,
364,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3643,3,Tang Marg,,Inhabitant,234100,3643,Report$,,,
365,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,922992,3,Rakh Chee,,Inhabitant,,0,Report$,,,
366,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3681,3,Gopalpora Khurd,,Inhabitant,240200,3681,Report$,,,
367,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3666,3,Krewa Rampur,,Inhabitant,236600,3666,Report$,,,
368,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3660,3,Now Bugh,,Inhabitant,236000,3660,Report$,,,
369,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3650,3,Bungund,,Inhabitant,235000,3650,Report$,,,
370,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3648,3,Manigam,,Inhabitant,234600,3648,Report$,,,
371,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3647,3,Vailnagbal,,Inhabitant,234500,3647,Report$,,,
372,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3646,3,Nawpora Khairpora,,Inhabitant,234400,3646,Report$,,,
373,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3644,3,Panzmullah,,Inhabitant,234200,3644,Report$,,,
374,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3642,3,Mushkashi Rasool Khanday,,Inhabitant,234000,3642,Report$,,,
375,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3641,3,Ganai Gund,,Inhabitant,233900,3641,Report$,,,
376,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3640,3,Mulsoo,,Inhabitant,233800,3640,Report$,,,
377,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3639,3,Arigohal,,Inhabitant,233700,3639,Report$,,,
378,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3635,3,Batapora Chandipora,,Inhabitant,233300,3635,Report$,,,
379,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3659,4,Nanil Aung,,Inhabitant,235900,3659,Report$,,,
380,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3656,4,Mominhall,,Inhabitant,235600,3656,Report$,,,
381,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3655,4,Rampora,,Inhabitant,235500,3655,Report$,,,
382,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3736,4,Chati Paibugh,,Inhabitant,,3736,Report$,,,
383,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3651,4,Bun Numbal,,Inhabitant,235100,3651,Report$,,,
384,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,923053,4,C.S. Pora,,Inhabitant,,0,Report$,,,
385,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3638,4,Fohar,,Inhabitant,233600,3638,Report$,,,
386,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3637,4,Harduakad,,Inhabitant,233500,3637,Report$,,,
387,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3709,4,Sursoona,,Inhabitant,250600,3709,Report$,,,
388,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3636,4,Salia Panchalpora,,Inhabitant,233400,3636,Report$,,,
389,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3737,5,Shamsipora,,Inhabitant,,3737,Report$,,,
390,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3665,5,Paibugh,,Inhabitant,236500,3665,Report$,,,
391,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3680,5,Gopalpora Kalan,,Inhabitant,240100,3680,Report$,,,
392,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3667,5,Ranbirpora,,Inhabitant,236700,3667,Report$,,,
393,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3649,5,Hutmrah,,Inhabitant,234900,3649,Report$,,,
394,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3657,5,Akura,,Inhabitant,235700,3657,Report$,,,
395,1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East,3658,6,Mati Pora,,Inhabitant,235800,3658,Report$,,,
